@relation 'datasets_45152_82501_insurance_claims-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R3-4,18,24-25-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 10'

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
20,227,10,743,0.01328,0.080972,0.666667,0.080972,0.333333,0.144404,0.03,2.699055,0.666134
19,228,10,743,0.01328,0.076923,0.655172,0.076923,0.344828,0.137681,0.029,2.65252,0.668916
19,228,9,744,0.011952,0.076923,0.678571,0.076923,0.321429,0.138182,0.028,2.747253,0.670831
18,229,9,744,0.011952,0.072874,0.666667,0.072874,0.333333,0.131387,0.027,2.699055,0.671769
18,229,8,745,0.010624,0.072874,0.692308,0.072874,0.307692,0.131868,0.026,2.802865,0.677334
17,230,8,745,0.010624,0.068826,0.68,0.068826,0.32,0.125,0.025,2.753036,0.680824
16,231,8,745,0.010624,0.064777,0.666667,0.064777,0.333333,0.118081,0.024,2.699055,0.681757
15,232,8,745,0.010624,0.060729,0.652174,0.060729,0.347826,0.111111,0.023,2.64038,0.68712
14,233,8,745,0.010624,0.05668,0.636364,0.05668,0.363636,0.104089,0.022,2.576371,0.687322
13,234,8,745,0.010624,0.052632,0.619048,0.052632,0.380952,0.097015,0.021,2.506266,0.689081
13,234,7,746,0.009296,0.052632,0.65,0.052632,0.35,0.097378,0.02,2.631579,0.691239
12,235,7,746,0.009296,0.048583,0.631579,0.048583,0.368421,0.090226,0.019,2.557,0.694743
12,235,6,747,0.007968,0.048583,0.666667,0.048583,0.333333,0.090566,0.018,2.699055,0.698776
11,236,6,747,0.007968,0.044534,0.647059,0.044534,0.352941,0.083333,0.017,2.619671,0.699854
11,236,5,748,0.00664,0.044534,0.6875,0.044534,0.3125,0.08365,0.016,2.783401,0.704016
11,236,4,749,0.005312,0.044534,0.733333,0.044534,0.266667,0.083969,0.015,2.968961,0.704856
10,237,4,749,0.005312,0.040486,0.714286,0.040486,0.285714,0.076628,0.014,2.891845,0.7146
9,238,4,749,0.005312,0.036437,0.692308,0.036437,0.307692,0.069231,0.013,2.802865,0.718422
9,238,3,750,0.003984,0.036437,0.75,0.036437,0.25,0.069498,0.012,3.036437,0.72193
9,238,2,751,0.002656,0.036437,0.818182,0.036437,0.181818,0.069767,0.011,3.312477,0.722525
8,239,2,751,0.002656,0.032389,0.8,0.032389,0.2,0.062257,0.01,3.238866,0.72289
7,240,2,751,0.002656,0.02834,0.777778,0.02834,0.222222,0.054687,0.009,3.148898,0.72317
6,241,2,751,0.002656,0.024291,0.75,0.024291,0.25,0.047059,0.008,3.036437,0.729897
5,242,2,751,0.002656,0.020243,0.714286,0.020243,0.285714,0.03937,0.007,2.891845,0.737388
4,243,2,751,0.002656,0.016194,0.666667,0.016194,0.333333,0.031621,0.006,2.699055,0.738325
4,243,1,752,0.001328,0.016194,0.8,0.016194,0.2,0.031746,0.005,3.238866,0.742642
3,244,1,752,0.001328,0.012146,0.75,0.012146,0.25,0.023904,0.004,?,0.743131
3,244,0,753,0,0.012146,1,0.012146,0,0.024,0.003,?,0.759301
2,245,0,753,0,0.008097,1,0.008097,0,0.016064,0.002,?,0.768934
1,246,0,753,0,0.004049,1,0.004049,0,0.008065,0.001,?,0.823686
0,247,0,753,0,0,?,0,?,?,0,?,0.823696
