@relation 'datasets_45152_82501_insurance_claims-weka.filters.unsupervised.attribute.Remove-R40-weka.filters.unsupervised.attribute.Remove-R3-4,18,24-25-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 10'

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
224,23,330,423,0.438247,0.906883,0.404332,0.906883,0.595668,0.559301,0.554,1.636972,0.150103
224,23,329,424,0.436919,0.906883,0.405063,0.906883,0.594937,0.56,0.553,1.639932,0.150269
224,23,328,425,0.435591,0.906883,0.405797,0.906883,0.594203,0.560701,0.552,1.642903,0.150336
224,23,327,426,0.434263,0.906883,0.406534,0.906883,0.593466,0.561404,0.551,1.645885,0.150928
224,23,326,427,0.432935,0.906883,0.407273,0.906883,0.592727,0.562108,0.55,1.648877,0.151
224,23,325,428,0.431607,0.906883,0.408015,0.906883,0.591985,0.562814,0.549,1.651881,0.151206
224,23,324,429,0.430279,0.906883,0.408759,0.906883,0.591241,0.563522,0.548,1.654895,0.15163
224,23,323,430,0.428951,0.906883,0.409506,0.906883,0.590494,0.564232,0.547,1.657921,0.152077
224,23,322,431,0.427623,0.906883,0.410256,0.906883,0.589744,0.564943,0.546,1.660957,0.15247
224,23,321,432,0.426295,0.906883,0.411009,0.906883,0.588991,0.565657,0.545,1.664005,0.152605
224,23,320,433,0.424967,0.906883,0.411765,0.906883,0.588235,0.566372,0.544,1.667064,0.15276
224,23,319,434,0.423639,0.906883,0.412523,0.906883,0.587477,0.567089,0.543,1.670134,0.153294
224,23,318,435,0.422311,0.906883,0.413284,0.906883,0.586716,0.567807,0.542,1.673215,0.153424
224,23,317,436,0.420983,0.906883,0.414048,0.906883,0.585952,0.568528,0.541,1.676308,0.154193
224,23,316,437,0.419655,0.906883,0.414815,0.906883,0.585185,0.56925,0.54,1.679412,0.154427
224,23,315,438,0.418327,0.906883,0.415584,0.906883,0.584416,0.569975,0.539,1.682528,0.155361
224,23,314,439,0.416999,0.906883,0.416357,0.906883,0.583643,0.570701,0.538,1.685655,0.156056
224,23,313,440,0.415671,0.906883,0.417132,0.906883,0.582868,0.571429,0.537,1.688794,0.156433
223,24,313,440,0.415671,0.902834,0.416045,0.902834,0.583955,0.569604,0.536,1.684392,0.157382
223,24,312,441,0.414343,0.902834,0.416822,0.902834,0.583178,0.570332,0.535,1.68754,0.158209
223,24,311,442,0.413015,0.902834,0.417603,0.902834,0.582397,0.571063,0.534,1.6907,0.159466
223,24,310,443,0.411687,0.902834,0.418386,0.902834,0.581614,0.571795,0.533,1.693872,0.160149
223,24,309,444,0.410359,0.902834,0.419173,0.902834,0.580827,0.572529,0.532,1.697056,0.160382
223,24,308,445,0.409031,0.902834,0.419962,0.902834,0.580038,0.573265,0.531,1.700252,0.160784
223,24,307,446,0.407703,0.902834,0.420755,0.902834,0.579245,0.574003,0.53,1.70346,0.161305
223,24,306,447,0.406375,0.902834,0.42155,0.902834,0.57845,0.574742,0.529,1.706681,0.161567
223,24,305,448,0.405046,0.902834,0.422348,0.902834,0.577652,0.575484,0.528,1.709913,0.162094
223,24,304,449,0.403718,0.902834,0.42315,0.902834,0.57685,0.576227,0.527,1.713158,0.162323
223,24,303,450,0.40239,0.902834,0.423954,0.902834,0.576046,0.576973,0.526,1.716414,0.163746
223,24,302,451,0.401062,0.902834,0.424762,0.902834,0.575238,0.57772,0.525,1.719684,0.163795
223,24,301,452,0.399734,0.902834,0.425573,0.902834,0.574427,0.57847,0.524,1.722966,0.1638
223,24,300,453,0.398406,0.902834,0.426386,0.902834,0.573614,0.579221,0.523,1.72626,0.163956
223,24,299,454,0.397078,0.902834,0.427203,0.902834,0.572797,0.579974,0.522,1.729567,0.164028
222,25,299,454,0.397078,0.898785,0.426104,0.898785,0.573896,0.578125,0.521,1.725116,0.164979
222,25,298,455,0.39575,0.898785,0.426923,0.898785,0.573077,0.578879,0.52,1.728434,0.165218
222,25,297,456,0.394422,0.898785,0.427746,0.898785,0.572254,0.579634,0.519,1.731764,0.16537
222,25,296,457,0.393094,0.898785,0.428571,0.898785,0.571429,0.580392,0.518,1.735107,0.165616
221,26,296,457,0.393094,0.894737,0.427466,0.894737,0.572534,0.578534,0.517,1.730632,0.165718
221,26,295,458,0.391766,0.894737,0.428295,0.894737,0.571705,0.579292,0.516,1.733986,0.165833
221,26,294,459,0.390438,0.894737,0.429126,0.894737,0.570874,0.580052,0.515,1.737353,0.166001
221,26,293,460,0.38911,0.894737,0.429961,0.894737,0.570039,0.580815,0.514,1.740733,0.166904
221,26,292,461,0.387782,0.894737,0.430799,0.894737,0.569201,0.581579,0.513,1.744126,0.166985
221,26,291,462,0.386454,0.894737,0.431641,0.894737,0.568359,0.582345,0.512,1.747533,0.167398
221,26,290,463,0.385126,0.894737,0.432485,0.894737,0.567515,0.583113,0.511,1.750953,0.16753
221,26,289,464,0.383798,0.894737,0.433333,0.894737,0.566667,0.583884,0.51,1.754386,0.167714
221,26,288,465,0.38247,0.894737,0.434185,0.894737,0.565815,0.584656,0.509,1.757833,0.167954
221,26,287,466,0.381142,0.894737,0.435039,0.894737,0.564961,0.58543,0.508,1.761293,0.168488
221,26,286,467,0.379814,0.894737,0.435897,0.894737,0.564103,0.586207,0.507,1.764767,0.168625
221,26,285,468,0.378486,0.894737,0.436759,0.894737,0.563241,0.586985,0.506,1.768255,0.168769
221,26,284,469,0.377158,0.894737,0.437624,0.894737,0.562376,0.587766,0.505,1.771756,0.169719
221,26,283,470,0.37583,0.894737,0.438492,0.894737,0.561508,0.588549,0.504,1.775272,0.169756
221,26,282,471,0.374502,0.894737,0.439364,0.894737,0.560636,0.589333,0.503,1.778801,0.170144
221,26,281,472,0.373174,0.894737,0.440239,0.894737,0.559761,0.59012,0.502,1.782344,0.170919
221,26,280,473,0.371846,0.894737,0.441118,0.894737,0.558882,0.590909,0.501,1.785902,0.171028
221,26,279,474,0.370518,0.894737,0.442,0.894737,0.558,0.5917,0.5,1.789474,0.17152
221,26,278,475,0.36919,0.894737,0.442886,0.894737,0.557114,0.592493,0.499,1.79306,0.172832
221,26,277,476,0.367862,0.894737,0.443775,0.894737,0.556225,0.593289,0.498,1.79666,0.173731
221,26,276,477,0.366534,0.894737,0.444668,0.894737,0.555332,0.594086,0.497,1.800275,0.173994
221,26,275,478,0.365206,0.894737,0.445565,0.894737,0.554435,0.594886,0.496,1.803905,0.174046
221,26,274,479,0.363878,0.894737,0.446465,0.894737,0.553535,0.595687,0.495,1.807549,0.174365
221,26,273,480,0.36255,0.894737,0.447368,0.894737,0.552632,0.596491,0.494,1.811208,0.175632
221,26,272,481,0.361222,0.894737,0.448276,0.894737,0.551724,0.597297,0.493,1.814882,0.175926
221,26,271,482,0.359894,0.894737,0.449187,0.894737,0.550813,0.598106,0.492,1.818571,0.17673
221,26,270,483,0.358566,0.894737,0.450102,0.894737,0.549898,0.598916,0.491,1.822275,0.177231
221,26,269,484,0.357238,0.894737,0.45102,0.894737,0.54898,0.599729,0.49,1.825994,0.177757
221,26,268,485,0.35591,0.894737,0.451943,0.894737,0.548057,0.600543,0.489,1.829728,0.180874
221,26,267,486,0.354582,0.894737,0.452869,0.894737,0.547131,0.601361,0.488,1.833477,0.181019
221,26,266,487,0.353254,0.894737,0.453799,0.894737,0.546201,0.60218,0.487,1.837242,0.18147
221,26,265,488,0.351926,0.894737,0.454733,0.894737,0.545267,0.603001,0.486,1.841022,0.184025
221,26,264,489,0.350598,0.894737,0.45567,0.894737,0.54433,0.603825,0.485,1.844818,0.184643
221,26,263,490,0.34927,0.894737,0.456612,0.894737,0.543388,0.604651,0.484,1.84863,0.184938
221,26,262,491,0.347942,0.894737,0.457557,0.894737,0.542443,0.605479,0.483,1.852457,0.18565
221,26,261,492,0.346614,0.894737,0.458506,0.894737,0.541494,0.60631,0.482,1.856301,0.185716
221,26,260,493,0.345286,0.894737,0.459459,0.894737,0.540541,0.607143,0.481,1.86016,0.185823
221,26,259,494,0.343958,0.894737,0.460417,0.894737,0.539583,0.607978,0.48,1.864035,0.186198
221,26,258,495,0.342629,0.894737,0.461378,0.894737,0.538622,0.608815,0.479,1.867927,0.186288
221,26,257,496,0.341301,0.894737,0.462343,0.894737,0.537657,0.609655,0.478,1.871834,0.186379
221,26,256,497,0.339973,0.894737,0.463312,0.894737,0.536688,0.610497,0.477,1.875759,0.18665
221,26,255,498,0.338645,0.894737,0.464286,0.894737,0.535714,0.611342,0.476,1.879699,0.18725
221,26,254,499,0.337317,0.894737,0.465263,0.894737,0.534737,0.612188,0.475,1.883657,0.187696
221,26,253,500,0.335989,0.894737,0.466245,0.894737,0.533755,0.613037,0.474,1.88763,0.187764
221,26,252,501,0.334661,0.894737,0.46723,0.894737,0.53277,0.613889,0.473,1.891621,0.188123
221,26,251,502,0.333333,0.894737,0.46822,0.894737,0.53178,0.614743,0.472,1.895629,0.188861
221,26,250,503,0.332005,0.894737,0.469214,0.894737,0.530786,0.615599,0.471,1.899654,0.188918
221,26,249,504,0.330677,0.894737,0.470213,0.894737,0.529787,0.616457,0.47,1.903695,0.189019
221,26,248,505,0.329349,0.894737,0.471215,0.894737,0.528785,0.617318,0.469,1.907754,0.189313
221,26,247,506,0.328021,0.894737,0.472222,0.894737,0.527778,0.618182,0.468,1.911831,0.189499
221,26,246,507,0.326693,0.894737,0.473233,0.894737,0.526767,0.619048,0.467,1.915925,0.190869
221,26,245,508,0.325365,0.894737,0.474249,0.894737,0.525751,0.619916,0.466,1.920036,0.191474
221,26,244,509,0.324037,0.894737,0.475269,0.894737,0.524731,0.620787,0.465,1.924165,0.191899
221,26,243,510,0.322709,0.894737,0.476293,0.894737,0.523707,0.62166,0.464,1.928312,0.192479
221,26,242,511,0.321381,0.894737,0.477322,0.894737,0.522678,0.622535,0.463,1.932477,0.192622
221,26,241,512,0.320053,0.894737,0.478355,0.894737,0.521645,0.623413,0.462,1.93666,0.193418
221,26,240,513,0.318725,0.894737,0.479393,0.894737,0.520607,0.624294,0.461,1.940861,0.193498
221,26,239,514,0.317397,0.894737,0.480435,0.894737,0.519565,0.625177,0.46,1.94508,0.194124
221,26,238,515,0.316069,0.894737,0.481481,0.894737,0.518519,0.626062,0.459,1.949318,0.194269
221,26,237,516,0.314741,0.894737,0.482533,0.894737,0.517467,0.62695,0.458,1.953574,0.195615
221,26,236,517,0.313413,0.894737,0.483589,0.894737,0.516411,0.627841,0.457,1.957849,0.196171
221,26,235,518,0.312085,0.894737,0.484649,0.894737,0.515351,0.628734,0.456,1.962142,0.196747
221,26,234,519,0.310757,0.894737,0.485714,0.894737,0.514286,0.62963,0.455,1.966455,0.198545
221,26,233,520,0.309429,0.894737,0.486784,0.894737,0.513216,0.630528,0.454,1.970786,0.198578
221,26,232,521,0.308101,0.894737,0.487859,0.894737,0.512141,0.631429,0.453,1.975137,0.199032
221,26,231,522,0.306773,0.894737,0.488938,0.894737,0.511062,0.632332,0.452,1.979506,0.199792
221,26,230,523,0.305445,0.894737,0.490022,0.894737,0.509978,0.633238,0.451,1.983895,0.199866
221,26,229,524,0.304117,0.894737,0.491111,0.894737,0.508889,0.634146,0.45,1.988304,0.199922
221,26,228,525,0.302789,0.894737,0.492205,0.894737,0.507795,0.635057,0.449,1.992732,0.199967
221,26,227,526,0.301461,0.894737,0.493304,0.894737,0.506696,0.635971,0.448,1.99718,0.200247
221,26,226,527,0.300133,0.894737,0.494407,0.894737,0.505593,0.636888,0.447,2.001648,0.202169
221,26,225,528,0.298805,0.894737,0.495516,0.894737,0.504484,0.637807,0.446,2.006136,0.202525
221,26,224,529,0.297477,0.894737,0.496629,0.894737,0.503371,0.638728,0.445,2.010645,0.204121
221,26,223,530,0.296149,0.894737,0.497748,0.894737,0.502252,0.639653,0.444,2.015173,0.204198
221,26,222,531,0.294821,0.894737,0.498871,0.894737,0.501129,0.64058,0.443,2.019722,0.204275
221,26,221,532,0.293493,0.894737,0.5,0.894737,0.5,0.641509,0.442,2.024291,0.204353
221,26,220,533,0.292165,0.894737,0.501134,0.894737,0.498866,0.642442,0.441,2.028882,0.205176
221,26,219,534,0.290837,0.894737,0.502273,0.894737,0.497727,0.643377,0.44,2.033493,0.205695
221,26,218,535,0.289509,0.894737,0.503417,0.894737,0.496583,0.644315,0.439,2.038125,0.206284
221,26,217,536,0.288181,0.894737,0.504566,0.894737,0.495434,0.645255,0.438,2.042778,0.206335
220,27,217,536,0.288181,0.890688,0.503432,0.890688,0.496568,0.643275,0.437,2.038188,0.206506
220,27,216,537,0.286853,0.890688,0.504587,0.890688,0.495413,0.644217,0.436,2.042863,0.206683
220,27,215,538,0.285525,0.890688,0.505747,0.890688,0.494253,0.645161,0.435,2.047559,0.207102
220,27,214,539,0.284197,0.890688,0.506912,0.890688,0.493088,0.646109,0.434,2.052277,0.207877
220,27,213,540,0.282869,0.890688,0.508083,0.890688,0.491917,0.647059,0.433,2.057017,0.208179
220,27,212,541,0.281541,0.890688,0.509259,0.890688,0.490741,0.648012,0.432,2.061778,0.208506
220,27,211,542,0.280212,0.890688,0.510441,0.890688,0.489559,0.648968,0.431,2.066562,0.208615
220,27,210,543,0.278884,0.890688,0.511628,0.890688,0.488372,0.649926,0.43,2.071368,0.209483
220,27,209,544,0.277556,0.890688,0.512821,0.890688,0.487179,0.650888,0.429,2.076196,0.209691
219,28,209,544,0.277556,0.88664,0.511682,0.88664,0.488318,0.648889,0.428,2.071588,0.210902
219,28,208,545,0.276228,0.88664,0.512881,0.88664,0.487119,0.649852,0.427,2.07644,0.21449
219,28,207,546,0.2749,0.88664,0.514085,0.88664,0.485915,0.650817,0.426,2.081314,0.215267
219,28,206,547,0.273572,0.88664,0.515294,0.88664,0.484706,0.651786,0.425,2.086211,0.215363
219,28,205,548,0.272244,0.88664,0.516509,0.88664,0.483491,0.652757,0.424,2.091131,0.215772
219,28,204,549,0.270916,0.88664,0.51773,0.88664,0.48227,0.653731,0.423,2.096075,0.216221
219,28,203,550,0.269588,0.88664,0.518957,0.88664,0.481043,0.654709,0.422,2.101042,0.216869
218,29,203,550,0.269588,0.882591,0.517815,0.882591,0.482185,0.652695,0.421,2.096416,0.217723
218,29,202,551,0.26826,0.882591,0.519048,0.882591,0.480952,0.653673,0.42,2.101407,0.21781
218,29,201,552,0.266932,0.882591,0.520286,0.882591,0.479714,0.654655,0.419,2.106423,0.217895
218,29,200,553,0.265604,0.882591,0.521531,0.882591,0.478469,0.655639,0.418,2.111462,0.218441
217,30,200,553,0.265604,0.878543,0.520384,0.878543,0.479616,0.653614,0.417,2.106817,0.218994
217,30,199,554,0.264276,0.878543,0.521635,0.878543,0.478365,0.6546,0.416,2.111881,0.219168
217,30,198,555,0.262948,0.878543,0.522892,0.878543,0.477108,0.655589,0.415,2.11697,0.2192
217,30,197,556,0.26162,0.878543,0.524155,0.878543,0.475845,0.656581,0.414,2.122083,0.219267
217,30,196,557,0.260292,0.878543,0.525424,0.878543,0.474576,0.657576,0.413,2.127222,0.219529
217,30,195,558,0.258964,0.878543,0.526699,0.878543,0.473301,0.658574,0.412,2.132385,0.219763
217,30,194,559,0.257636,0.878543,0.527981,0.878543,0.472019,0.659574,0.411,2.137573,0.220018
216,31,194,559,0.257636,0.874494,0.526829,0.874494,0.473171,0.657534,0.41,2.132912,0.220952
216,31,193,560,0.256308,0.874494,0.528117,0.874494,0.471883,0.658537,0.409,2.138127,0.221794
216,31,192,561,0.25498,0.874494,0.529412,0.874494,0.470588,0.659542,0.408,2.143367,0.222151
216,31,191,562,0.253652,0.874494,0.530713,0.874494,0.469287,0.66055,0.407,2.148634,0.222454
216,31,190,563,0.252324,0.874494,0.53202,0.874494,0.46798,0.661562,0.406,2.153926,0.223078
216,31,189,564,0.250996,0.874494,0.533333,0.874494,0.466667,0.662577,0.405,2.159244,0.223476
216,31,188,565,0.249668,0.874494,0.534653,0.874494,0.465347,0.663594,0.404,2.164589,0.223758
216,31,187,566,0.24834,0.874494,0.53598,0.874494,0.46402,0.664615,0.403,2.16996,0.226425
216,31,186,567,0.247012,0.874494,0.537313,0.874494,0.462687,0.665639,0.402,2.175358,0.226515
216,31,185,568,0.245684,0.874494,0.538653,0.874494,0.461347,0.666667,0.401,2.180783,0.227023
216,31,184,569,0.244356,0.874494,0.54,0.874494,0.46,0.667697,0.4,2.186235,0.229597
216,31,183,570,0.243028,0.874494,0.541353,0.874494,0.458647,0.668731,0.399,2.191714,0.229893
216,31,182,571,0.2417,0.874494,0.542714,0.874494,0.457286,0.669767,0.398,2.197221,0.229906
216,31,181,572,0.240372,0.874494,0.544081,0.874494,0.455919,0.670807,0.397,2.202755,0.230568
215,32,181,572,0.240372,0.870445,0.542929,0.870445,0.457071,0.66874,0.396,2.198094,0.231418
215,32,180,573,0.239044,0.870445,0.544304,0.870445,0.455696,0.669782,0.395,2.203659,0.233654
215,32,179,574,0.237716,0.870445,0.545685,0.870445,0.454315,0.670827,0.394,2.209252,0.23631
215,32,178,575,0.236388,0.870445,0.547074,0.870445,0.452926,0.671875,0.393,2.214874,0.238828
215,32,177,576,0.23506,0.870445,0.548469,0.870445,0.451531,0.672926,0.392,2.220524,0.239107
215,32,176,577,0.233732,0.870445,0.549872,0.870445,0.450128,0.673981,0.391,2.226203,0.239593
215,32,175,578,0.232404,0.870445,0.551282,0.870445,0.448718,0.675039,0.39,2.231911,0.240496
215,32,174,579,0.231076,0.870445,0.552699,0.870445,0.447301,0.676101,0.389,2.237649,0.240503
215,32,173,580,0.229748,0.870445,0.554124,0.870445,0.445876,0.677165,0.388,2.243416,0.240816
215,32,172,581,0.22842,0.870445,0.555556,0.870445,0.444444,0.678233,0.387,2.249213,0.241626
215,32,171,582,0.227092,0.870445,0.556995,0.870445,0.443005,0.679305,0.386,2.25504,0.241657
215,32,170,583,0.225764,0.870445,0.558442,0.870445,0.441558,0.68038,0.385,2.260897,0.242247
215,32,169,584,0.224436,0.870445,0.559896,0.870445,0.440104,0.681458,0.384,2.266785,0.242656
215,32,168,585,0.223108,0.870445,0.561358,0.870445,0.438642,0.68254,0.383,2.272703,0.243656
215,32,167,586,0.22178,0.870445,0.562827,0.870445,0.437173,0.683625,0.382,2.278653,0.243794
215,32,166,587,0.220452,0.870445,0.564304,0.870445,0.435696,0.684713,0.381,2.284633,0.245091
215,32,165,588,0.219124,0.870445,0.565789,0.870445,0.434211,0.685805,0.38,2.290646,0.24536
215,32,164,589,0.217795,0.870445,0.567282,0.870445,0.432718,0.686901,0.379,2.29669,0.245499
215,32,163,590,0.216467,0.870445,0.568783,0.870445,0.431217,0.688,0.378,2.302765,0.245896
215,32,162,591,0.215139,0.870445,0.570292,0.870445,0.429708,0.689103,0.377,2.308874,0.247502
215,32,161,592,0.213811,0.870445,0.571809,0.870445,0.428191,0.690209,0.376,2.315014,0.247794
215,32,160,593,0.212483,0.870445,0.573333,0.870445,0.426667,0.691318,0.375,2.321188,0.248017
215,32,159,594,0.211155,0.870445,0.574866,0.870445,0.425134,0.692432,0.374,2.327394,0.248189
214,33,159,594,0.211155,0.866397,0.573727,0.866397,0.426273,0.690323,0.373,2.32278,0.248239
214,33,158,595,0.209827,0.866397,0.575269,0.866397,0.424731,0.691438,0.372,2.329024,0.250302
214,33,157,596,0.208499,0.866397,0.576819,0.866397,0.423181,0.692557,0.371,2.335301,0.252782
213,34,157,596,0.208499,0.862348,0.575676,0.862348,0.424324,0.690438,0.37,2.330671,0.253899
212,35,157,596,0.208499,0.8583,0.574526,0.8583,0.425474,0.688312,0.369,2.326015,0.256967
212,35,156,597,0.207171,0.8583,0.576087,0.8583,0.423913,0.689431,0.368,2.332336,0.25725
212,35,155,598,0.205843,0.8583,0.577657,0.8583,0.422343,0.690554,0.367,2.338691,0.258852
211,36,155,598,0.205843,0.854251,0.576503,0.854251,0.423497,0.688418,0.366,2.334019,0.259325
210,37,155,598,0.205843,0.850202,0.575342,0.850202,0.424658,0.686275,0.365,2.329322,0.259547
210,37,154,599,0.204515,0.850202,0.576923,0.850202,0.423077,0.687398,0.364,2.335721,0.259603
210,37,153,600,0.203187,0.850202,0.578512,0.850202,0.421488,0.688525,0.363,2.342155,0.259702
210,37,152,601,0.201859,0.850202,0.58011,0.850202,0.41989,0.689655,0.362,2.348625,0.261047
209,38,152,601,0.201859,0.846154,0.578947,0.846154,0.421053,0.6875,0.361,2.343916,0.262777
209,38,151,602,0.200531,0.846154,0.580556,0.846154,0.419444,0.688633,0.36,2.350427,0.26364
209,38,150,603,0.199203,0.846154,0.582173,0.846154,0.417827,0.689769,0.359,2.356975,0.264898
208,39,150,603,0.199203,0.842105,0.581006,0.842105,0.418994,0.687603,0.358,2.352249,0.266183
207,40,150,603,0.199203,0.838057,0.579832,0.838057,0.420168,0.68543,0.357,2.347498,0.266564
207,40,149,604,0.197875,0.838057,0.581461,0.838057,0.418539,0.686567,0.356,2.354092,0.267711
207,40,148,605,0.196547,0.838057,0.583099,0.838057,0.416901,0.687708,0.355,2.360723,0.2678
207,40,147,606,0.195219,0.838057,0.584746,0.838057,0.415254,0.688852,0.354,2.367392,0.269833
207,40,146,607,0.193891,0.838057,0.586402,0.838057,0.413598,0.69,0.353,2.374098,0.271682
207,40,145,608,0.192563,0.838057,0.588068,0.838057,0.411932,0.691152,0.352,2.380843,0.272171
207,40,144,609,0.191235,0.838057,0.589744,0.838057,0.410256,0.692308,0.351,2.387626,0.275628
207,40,143,610,0.189907,0.838057,0.591429,0.838057,0.408571,0.693467,0.35,2.394448,0.276643
207,40,142,611,0.188579,0.838057,0.593123,0.838057,0.406877,0.694631,0.349,2.401309,0.27707
207,40,141,612,0.187251,0.838057,0.594828,0.838057,0.405172,0.695798,0.348,2.408209,0.277505
207,40,140,613,0.185923,0.838057,0.596542,0.838057,0.403458,0.69697,0.347,2.415149,0.277834
207,40,139,614,0.184595,0.838057,0.598266,0.838057,0.401734,0.698145,0.346,2.422129,0.279534
207,40,138,615,0.183267,0.838057,0.6,0.838057,0.4,0.699324,0.345,2.42915,0.281288
207,40,137,616,0.181939,0.838057,0.601744,0.838057,0.398256,0.700508,0.344,2.436211,0.281308
207,40,136,617,0.180611,0.838057,0.603499,0.838057,0.396501,0.701695,0.343,2.443314,0.282148
207,40,135,618,0.179283,0.838057,0.605263,0.838057,0.394737,0.702886,0.342,2.450458,0.282695
207,40,134,619,0.177955,0.838057,0.607038,0.838057,0.392962,0.704082,0.341,2.457644,0.283285
206,41,134,619,0.177955,0.834008,0.605882,0.834008,0.394118,0.701874,0.34,2.452965,0.284348
205,42,134,619,0.177955,0.82996,0.60472,0.82996,0.39528,0.699659,0.339,2.448258,0.286232
205,42,133,620,0.176627,0.82996,0.606509,0.82996,0.393491,0.700855,0.338,2.455502,0.287437
204,43,133,620,0.176627,0.825911,0.605341,0.825911,0.394659,0.69863,0.337,2.450774,0.289899
203,44,133,620,0.176627,0.821862,0.604167,0.821862,0.395833,0.696398,0.336,2.446019,0.290209
203,44,132,621,0.175299,0.821862,0.60597,0.821862,0.39403,0.697595,0.335,2.45332,0.291733
202,45,132,621,0.175299,0.817814,0.60479,0.817814,0.39521,0.695353,0.334,2.448544,0.292786
202,45,131,622,0.173971,0.817814,0.606607,0.817814,0.393393,0.696552,0.333,2.455897,0.295994
202,45,130,623,0.172643,0.817814,0.608434,0.817814,0.391566,0.697755,0.332,2.463294,0.296149
202,45,129,624,0.171315,0.817814,0.610272,0.817814,0.389728,0.698962,0.331,2.470736,0.297112
202,45,128,625,0.169987,0.817814,0.612121,0.817814,0.387879,0.700173,0.33,2.478224,0.298194
201,46,128,625,0.169987,0.813765,0.610942,0.813765,0.389058,0.697917,0.329,2.47345,0.298516
201,46,127,626,0.168659,0.813765,0.612805,0.813765,0.387195,0.69913,0.328,2.480991,0.299181
201,46,126,627,0.167331,0.813765,0.614679,0.813765,0.385321,0.700348,0.327,2.488579,0.299485
201,46,125,628,0.166003,0.813765,0.616564,0.813765,0.383436,0.701571,0.326,2.496212,0.30008
200,47,125,628,0.166003,0.809717,0.615385,0.809717,0.384615,0.699301,0.325,2.491436,0.301144
199,48,125,628,0.166003,0.805668,0.614198,0.805668,0.385802,0.697023,0.324,2.48663,0.301422
199,48,124,629,0.164675,0.805668,0.616099,0.805668,0.383901,0.698246,0.323,2.494328,0.302424
198,49,124,629,0.164675,0.801619,0.614907,0.801619,0.385093,0.695958,0.322,2.489501,0.304479
197,50,124,629,0.164675,0.797571,0.613707,0.797571,0.386293,0.693662,0.321,2.484644,0.304761
196,51,124,629,0.164675,0.793522,0.6125,0.793522,0.3875,0.691358,0.32,2.479757,0.307771
196,51,123,630,0.163347,0.793522,0.61442,0.793522,0.38558,0.69258,0.319,2.487531,0.309558
195,52,123,630,0.163347,0.789474,0.613208,0.789474,0.386792,0.690265,0.318,2.482622,0.311328
195,52,122,631,0.162019,0.789474,0.615142,0.789474,0.384858,0.691489,0.317,2.490453,0.312401
195,52,121,632,0.160691,0.789474,0.617089,0.789474,0.382911,0.692718,0.316,2.498334,0.313232
194,53,121,632,0.160691,0.785425,0.615873,0.785425,0.384127,0.690391,0.315,2.493413,0.315342
194,53,120,633,0.159363,0.785425,0.617834,0.785425,0.382166,0.691622,0.314,2.501354,0.318153
194,53,119,634,0.158035,0.785425,0.619808,0.785425,0.380192,0.692857,0.313,2.509345,0.319029
194,53,118,635,0.156707,0.785425,0.621795,0.785425,0.378205,0.694097,0.312,2.517388,0.320852
194,53,117,636,0.155378,0.785425,0.623794,0.785425,0.376206,0.695341,0.311,2.525483,0.3213
194,53,116,637,0.15405,0.785425,0.625806,0.785425,0.374194,0.696589,0.31,2.533629,0.321458
194,53,115,638,0.152722,0.785425,0.627832,0.785425,0.372168,0.697842,0.309,2.541829,0.326406
193,54,115,638,0.152722,0.781377,0.626623,0.781377,0.373377,0.695495,0.308,2.536937,0.327164
193,54,114,639,0.151394,0.781377,0.628664,0.781377,0.371336,0.696751,0.307,2.5452,0.328798
192,55,114,639,0.151394,0.777328,0.627451,0.777328,0.372549,0.694394,0.306,2.540287,0.329773
192,55,113,640,0.150066,0.777328,0.629508,0.777328,0.370492,0.695652,0.305,2.548616,0.329907
192,55,112,641,0.148738,0.777328,0.631579,0.777328,0.368421,0.696915,0.304,2.557,0.334178
191,56,112,641,0.148738,0.773279,0.630363,0.773279,0.369637,0.694545,0.303,2.552077,0.334642
190,57,112,641,0.148738,0.769231,0.629139,0.769231,0.370861,0.692168,0.302,2.547122,0.334759
190,57,111,642,0.14741,0.769231,0.631229,0.769231,0.368771,0.693431,0.301,2.555584,0.335054
190,57,110,643,0.146082,0.769231,0.633333,0.769231,0.366667,0.694698,0.3,2.564103,0.335564
189,58,110,643,0.146082,0.765182,0.632107,0.765182,0.367893,0.692308,0.299,2.559138,0.335674
189,58,109,644,0.144754,0.765182,0.634228,0.765182,0.365772,0.693578,0.298,2.567725,0.337756
189,58,108,645,0.143426,0.765182,0.636364,0.765182,0.363636,0.694853,0.297,2.576371,0.337769
188,59,108,645,0.143426,0.761134,0.635135,0.761134,0.364865,0.692449,0.296,2.571397,0.342472
187,60,108,645,0.143426,0.757085,0.633898,0.757085,0.366102,0.690037,0.295,2.56639,0.343197
187,60,107,646,0.142098,0.757085,0.636054,0.757085,0.363946,0.691312,0.294,2.575119,0.343532
186,61,107,646,0.142098,0.753036,0.634812,0.753036,0.365188,0.688889,0.293,2.57009,0.343641
